"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3977672";"";"None";"396.47";"0";"3.23";"BDBM239229";"CC(C)Oc1cc2c(-c3cc(N4CCN(C5CC5)CC4)ncn3)n[nH]c2cc1F";"IC50";"'='";"3.99";"nM";"8.40";"";"417690";"UO_0000065";"21.18";"0.40";"5.17";"11.97";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3931097";"";"None";"383.43";"0";"3.31";"BDBM239231";"CC(C)Oc1cc2c(-c3cc(N4CC5CCC(C4)O5)ncn3)n[nH]c2cc1F";"IC50";"'='";"14.58";"nM";"7.84";"";"417692";"UO_0000065";"20.44";"0.38";"4.53";"10.29";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3891437";"";"None";"338.37";"0";"1.35";"BDBM239276";"CCOc1ccc2[nH]nc(-c3cc(N4CCNC(=O)C4)ncn3)c2c1";"IC50";"'='";"63.85";"nM";"7.20";"";"417735";"UO_0000065";"21.26";"0.39";"5.84";"7.49";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3966268";"";"None";"352.44";"0";"2.56";"BDBM239278";"CCOc1ccc2[nH]nc(-c3cc(N4CCN(CC)CC4)ncn3)c2c1";"IC50";"'='";"12.57";"nM";"7.90";"";"417737";"UO_0000065";"22.42";"0.42";"5.34";"11.26";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3934846";"";"None";"368.40";"0";"0.98";"BDBM239289";"COCCOc1ccc2[nH]nc(-c3cc(N4CCNC(=O)C4)ncn3)c2c1";"IC50";"'='";"135.6";"nM";"6.87";"";"417748";"UO_0000065";"18.64";"0.35";"5.89";"6.52";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3910233";"";"None";"375.43";"0";"2.99";"BDBM239533";"O=C1C=C(c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)CCC1";"IC50";"'='";"1.63";"nM";"8.79";"";"417996";"UO_0000065";"23.41";"0.43";"5.80";"10.46";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3917266";"";"None";"369.43";"0";"2.27";"BDBM239089";"COC[C@H](C)Oc1ccc2[nH]nc(-c3cc(N4CCOCC4)ncn3)c2c1";"IC50";"'='";"2.6";"nM";"8.59";"";"312520";"UO_0000065";"23.24";"0.43";"6.32";"10.05";"0";"CHEMBL3887174";"LanthaScreen™ Assay (Km ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 184 μM ATP solution in 1× assay buffer to all wells. d) After a 60 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3954837";"";"None";"326.38";"0";"3.57";"BDBM185505";"COc1ccccc1-c1c[nH]c2ncnc(N3CCC(F)CC3)c12";"IC50";"'='";"74.0";"nM";"7.13";"";"334690";"UO_0000065";"21.85";"0.41";"3.56";"13.20";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3943687";"";"None";"286.34";"0";"1.95";"BDBM185577";"C1=C(c2c[nH]c3ncnc(N4CCOCC4)c23)CCCO1";"IC50";"'='";"167.0";"nM";"6.78";"";"334722";"UO_0000065";"23.67";"0.44";"4.83";"10.71";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3970173";"";"None";"389.46";"0";"3.04";"BDBM239187";"COC1CCN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ncn2)CC1";"IC50";"'='";"2.04";"nM";"8.69";"";"417646";"UO_0000065";"22.31";"0.41";"5.65";"10.25";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3937664";"";"None";"369.43";"0";"1.74";"BDBM239226";"CC(C)Oc1ccc2[nH]nc(-c3cc(N4C[C@H](O)[C@@H](O)[C@@H]4C)ncn3)c2c1";"IC50";"'='";"18.13";"nM";"7.74";"";"417687";"UO_0000065";"20.96";"0.39";"6.00";"7.21";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3985545";"";"None";"394.48";"0";"2.87";"BDBM239237";"CCC(=O)N1CCN(c2cc(-c3n[nH]c4ccc(OC(C)C)cc34)ncn2)CC1";"IC50";"'='";"4.26";"nM";"8.37";"";"417698";"UO_0000065";"21.22";"0.39";"5.50";"9.59";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3964794";"";"None";"370.43";"0";"2.87";"BDBM239244";"CC(C)Oc1cc2c(-c3cc(N4C[C@H](N)C[C@@H]4C)ncn3)n[nH]c2cc1F";"IC50";"'='";"7.6";"nM";"8.12";"";"417705";"UO_0000065";"21.92";"0.41";"5.25";"8.74";"0";"CHEMBL3888825";"LanthaScreen™ Assay (5 mM ATP): a) 400 nl of a 1:2.15 serial dilution of test compound(98 μM top assay concentration) is spotted via Labcyte Echo to certain wells in a 384 well black, untreated plate. Control wells contain 400 nl of either DMSO or 400 nl of a known inhibitor in DMSO. b) 10 μl of a 2.5 nM LRRK2(G2019S mutation, GST-LRRK2(amino acids 970-2527)) enzyme solution in 1× assay buffer(50 mM Tris pH 8.5, 10 mM MgCl2, 0.01% Brij-35, 1.0 mM EGTA, 2 mM DTT, 0.05 mM NaVO4) is added to all wells. c) A 30 minute room temperature incubation is followed by addition of 10 μl of 800 nM fluorescein labeled LRRKtide peptide substrate and 10 mM ATP solution in 1× assay buffer to all wells. d) After a 35 minute room temperature incubation, 20 μl of TR-FRET Dilution Buffer(Invitrogen PV3756B) containing 4 nM Tb-labeled anti-phospho LRRKtide antibody and 20 mM EDTA is added to all wells. e) Plates are incubated at room temperature for 1 hour and read on an Envision™ multi-mode plate reader with LanthaScreen™ settings. Results are analysed using Assay Data Analyzer.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886204";"37";"BindingDB Database";"";"2016";"None";"";"";""
